Name,Comment,Time,Likes,Reply Count
@umeirkhan6062,"Less religion 
More happiness",2018-09-23T14:44:17Z,14,
@Headkicker6,RayDagge. Bro stop being so ignorant,2018-09-23T15:21:19Z,4,
@Wingo537,One reason they're so happy is that they dumped christianity,2018-09-23T15:28:19Z,2,
@petteral94,Then why isn't the US on the list you're having the lowest rate of Muslim immigrants per capita than any non middle eastern country....,2018-09-23T16:09:01Z,1,
@juliánito59,"One Donald Trump
One major issue keeping you from being happy",2018-09-23T17:42:29Z,1,
@jameslegrand848,"More less
Religion happiness",2018-09-23T18:09:23Z,0,
@Useranonn,"@@amirkyrn3260 him and his depressed message "" as ex Muslim "" he is lost",2018-09-23T19:09:33Z,1,
@Useranonn,@@jihadikorean6604 ur mum doesn't love you that's why it an ex muslim,2018-09-23T19:09:51Z,1,
@gamethrough5530,"Have you even seen the video, the common factors were free or cheap and high standard education, better politicians, free Healthcare.
There are enough Muslims in Canada, Netherlands, Australia.",2018-09-23T19:25:40Z,2,
@crimson9974,Christianity promotes free will compared to islam,2018-09-23T19:50:42Z,2,
@1234femmarc,How come Murrica isnt ranked One.,2018-09-23T20:48:20Z,0,
@adithyabhat4770,Yes,2018-09-24T04:50:16Z,0,
@zelkovas,Riotchock ??,2018-09-24T15:42:26Z,0,
@user-ix7iu4wf8o,This +1 ... heck make it +1000000000,2018-09-24T16:14:18Z,0,
@1234femmarc,"People are like there is less muslims in the Nordic countries = happiness. But in Denmark and Norway around 5% of the population is muslim, while in Sweden it's 8. In The United States around 1% of the population is muslim.",2018-09-24T17:54:53Z,1,
@Beyonder1987,Muslims in the Gulf are nore happier than entire christian west,2018-09-24T18:28:35Z,0,
@1234femmarc,@@Beyonder1987 Sorry I meant that it doesnt mean anything about how happy people are,2018-09-24T18:35:36Z,1,
@Hamza-qg3ty,Less idiots more happiness.,2018-09-25T08:34:51Z,1,
@Hamza-qg3ty,Vick Nad where there are idiots happiness lacks.,2018-09-25T08:36:48Z,0,
@jeiku5314,"Less religion of any kind.
More happiness.",2018-12-02T02:22:09Z,0,
@Hamza-qg3ty,Daniel Jakes Yeah we shoud not drag religion in the debates of happiness.Relegion has nothing to take with happiness.,2018-12-03T06:06:40Z,0,
@muntyal-bazaz2663,@@gabbar51ngh u sure. Start researching before u start talking.,2018-12-05T01:34:18Z,0,
@muntyal-bazaz2663,@@whitecat1441 fax,2018-12-05T01:34:35Z,0,
@muntyal-bazaz2663,@@Useranonn 😂. U know it's his choice if he wants to leave or not but u should regret ur decision mate.,2018-12-05T01:36:43Z,0,
@muntyal-bazaz2663,"@@crimson9974 hey. R sure about that? Because more than 50percent of the top 10countries have a Muslim population of over 1 million each and there doing just fine. Its acc not the ppl it's the government. I'm pretty sure that there are over 1 million muslims living in America but they have no control over what the government does. I'm pretty sure the American government is responsible for many middle eastern countries happiness as they have caused war after war, crisis after crisis all because of the American government.",2018-12-05T01:40:48Z,0,
@muntyal-bazaz2663,@@Beyonder1987 That's true,2018-12-05T01:41:09Z,0,
@muntyal-bazaz2663,"@Vick Nad of course there is. But why is that? Do u see war and corruption in Europe? No. Do u see it in the west. No. But in the middle east there. U know why? One word can explain it all. AMERICA. it is the reason there is corruption in iraq, Afghanistan and Syria. That's why there is war. Fun fact America has been in war for 93 PERCENT OF ITS HISTORY AS A COUNTRY. think about that first.",2018-12-05T01:44:54Z,0,
@barryetherton4889,"That's not fair, I have been to happy Muslim Countrys.",2019-03-30T14:17:38Z,0,
@pauldavies5655,@@barryetherton4889 i ve been to 7/8 muslim  countries  and only ONE seemed quite happy  and they were the most SECULAR of all those countries .,2019-05-02T04:25:20Z,0,
@samwelguy,These countries only really work when everyone's playing ball. Which is why they are anti-immigrant,2018-09-23T13:24:43Z,15,4
@khan0491,"Samwelguy They arent anti immigrant. Norway and Denmark have alot of them. Finland, Switzerland and Iceland also have some immigrants.",2018-09-23T16:47:50Z,1,
@samwelguy,@@khan0491 there is a surge in populist parties with anti-immigrant sentiments,2018-09-23T22:04:09Z,1,
@NahedElrayes,🙄🙄🙄,2018-09-23T22:28:09Z,1,
@9yearoldepicgamersoldier129,"@@khan0491 That doesnt mean the people arent. Also you forgot the biggest one, Sweden.",2019-04-27T12:23:55Z,0,
@MrSensitiveNipples,"Remove your income tax, implement a consumption tax, only tax non-essential items, remove any form of minimum wage, subsidize healthcare, and childcare.
Above is what I call a capitalist-socialist hybrid system. Got a problem with it? Fight me, bro!",2018-09-23T13:23:41Z,2,5
@rioxx6401,MrSensitiveNipples minimum wage is quite important though. I wouldn't get rid of that,2018-09-23T13:40:51Z,5,
@MrSensitiveNipples,@@rioxx6401 Valid opinion.,2018-09-23T13:49:16Z,0,
@charlesford7887,"If there was no minimum wage, companies would pay their workers next to nothing.",2018-09-23T13:52:22Z,0,
@MrSensitiveNipples,"@@charlesford7887 If you are willing to work for next to nothing, then that's what your worth; as harsh as it may seem, that's just reality. And even if that were the case, the price of products and services would fall immediately and dramatically. The opposite happened here when they raised the minimum wage. The cost of everything went up. Movie tickets were $7.50 Canadian, now $10.00 for matinee tickets. I asked customer service why the price went up, and the employee simply told me that it was the minimum wage increase.",2018-09-23T14:04:08Z,0,
@derriegel5705,Yes. Strengthing unions is a good alternative to a minimum wage. In germany we didn't have a minimum wage until 4 years ago because as we didn't need one because our unions are so strong. Therefor the minimum wage didn't change a lot.,2018-09-23T14:20:47Z,1,
@crmesson22k,"These countries need stricter immigration laws though, if they want to continue down the route of combining socialism and capitalism.",2018-09-23T13:23:30Z,101,18
@user-qs7xy8jv8l,"C Rock it's exactly for the continue of those routes that they need immigrants, and it's because of those routes that people go there, immigrants are beneficial",2018-09-23T13:40:11Z,14,
@mlgsty8880,"Finland doesnt have that high immigrant population... only 1% of Finland is muslim which is low compared to rest of western europe. We actually have more Swedish people than actual immigrants.
Also they might get stricter as right-wing party might win next parliamentary elections as they have high support.",2018-09-23T13:40:56Z,26,
@JBTheMighty,There is no proof these countries need immigrants. There is not proof any country need immigration especially on such a large scale Europe is having.,2018-09-23T13:45:00Z,17,
@alaric_,"Only reason to need immigrants if there would be immediate collapse in population number. These countries in the list are nowhere near that. Every one of those countries have already adequate workforce, the only problem is that it's expensive. That's why shiploads of cheap labour is imported there, to reduce the price of workforce.",2018-09-23T13:48:31Z,4,
@RetroBerner,They wouldn't if America and it's allies didn't cause the refugee crisis in the first place.,2018-09-23T13:58:56Z,11,
@gabbar51ngh,they need to make sure islam doesn't spread,2018-09-23T14:00:41Z,4,
@crmesson22k,"I agree Steve, America is making the middle east very unstable and will not acknowledge that fact and the effects it is having on the rest of the world.",2018-09-23T14:04:01Z,4,
@l0necroc,@@user-qs7xy8jv8l immigrants from industrial countries are beneficial and immigration feom third world countries are not,2018-09-23T14:06:54Z,1,
@tomasroma2333,"JBTheMighty MEDC countries need immigrantion because otherwise their population would start to decline and more people would be elderly and not able to work. So immigration balances this with economically active people moving in. 
The debate isn’t if immigration is good the debate is how much is too much.",2018-09-23T14:16:59Z,0,
@SorenRas,"I dont think you know, how strict the immigration laws are in these countries..",2018-09-23T14:58:49Z,0,
@freelanceopportunist559,@@crmesson22k    the middle east has been a bloodsoaked shithole before America existed,2018-09-23T15:26:08Z,1,
@Wingo537,I don't disagree but I do disagree that immigration is some kind of giant problem. Don't let cyber fascism infect you.,2018-09-23T15:26:51Z,0,
@crmesson22k,"Yes there have been a lot of wars in the middle east but to think that what America has done to Iraq, Afghanistan, Syria, and Libya has not helped cause the sudden influx of immigrants from the middle east into Europe is just pure ignorance to the facts.  America has never brought peace and stability to any country that is has tried regime change on just look at Libya for instance.",2018-09-23T16:46:58Z,1,
@samson136,@@RetroBerner the nordic countries exept for sweden and Finland is an ally of the US,2018-09-23T21:38:57Z,0,
@samson136,"@@crmesson22k Germany is peacefull, and didnt america force a regime change there. Yes its true that America destroyed the middle east and turned it from an area with a different culture then america to an area with a different culture who despises americanism and to a broader extent hates western cultures.

 Just take Persia/Iran before the arab spring. A nation with a western culture wimen where allowed to walk alone without the hijab in the streets , now wimen are forced to have a escort when in the public, they are forced to where the hijab, a female testefier is worth half of a male testefier and so on. They turned from being a western country to a medieval islamic soceity thanks to the west, but its because Persian culture is in many cases incompatible with American culture.",2018-09-23T21:49:03Z,0,
@NahedElrayes,"Thanks, I think the happiest countries in the world needed a right-wing American to teach them how to run their societies. 🙄🙄🙄",2018-09-23T22:21:55Z,3,
@kingnaga619,I think they're doing just fine as they are. Stay in your failing country.,2018-09-24T03:01:52Z,0,
@darrenfleming7901,"Immigrants provide massive economical growth but going overboard assures the right wing parties free votes because turns out uncooperative immigrants who just want to make ghettos, not learn the language and only see people of the same ethnicity aren't good for society.",2018-10-07T22:39:30Z,0,
@moss2388,"But these country’s lack significant progressive lifestyle progress, everyone’s happy but very few are millionaires because of how these nations are operated.",2018-09-23T13:21:13Z,0,1
@mlgsty8880,"Aand why does that matter? We dont need american style rich elite system here, its part why Finland is so succesfull because wage gaps between ""rich"" and ""poor"" are very low.",2018-09-23T13:43:16Z,2,
@lyngs,"Hey Sweden, why are you so unhappy these days? Maybe take this up in a episode.",2018-09-23T13:20:13Z,6,2
@basedpro-ua3470,*I M M I G R A T I O N*,2018-09-24T22:30:43Z,2,
@4kk18,@@basedpro-ua3470 you blame everything on immigration,2021-03-27T02:24:31Z,0,
@ღრუსი,These countries are full of LGBT,2018-09-23T13:19:57Z,14,14
@torram28,and?,2018-09-23T13:21:56Z,20,
@maltheIDM,@@torram28 look at his name,2018-09-23T13:24:29Z,1,
@samhuangto,Wow! Seek help please,2018-09-23T13:32:31Z,6,
@mlgsty8880,"I live in Finland and there is not really that much of LGBT people here and attitude towards these people is not that supportive, so please research your facts before claiming things",2018-09-23T13:37:39Z,8,
@matthewmckenna248,And what is wrong with that?,2018-09-23T13:41:52Z,2,
@amirzafri5306,Lol it's u again 😂😂😂😂,2018-09-23T13:59:27Z,1,
@l0necroc,No. The whole stupid movement came from the U.S.,2018-09-23T14:11:50Z,0,
@lolnomamesxd7651,These countries have 10% of LGBT. Like every country because it's biology.,2018-09-23T14:19:06Z,7,
@henryahlqvist7139,@@mlgsty8880 I live in Finland aswell but i would disagree. Everyone i know expect my grandparents are fine with LGBT people. Also the pride parade participation has seen a huge rise recently.,2018-09-23T17:34:35Z,2,
@mlgsty8880,"Henry Ahlqvist
I should have used better term instead of ""not that supportive"" 
With that I mean that people are fine with them existing and dont go witch hunting them but they kinda dont want anything to do with them. Also capital region is whole different thing.",2018-09-23T17:52:27Z,0,
@99Ctube,Lol not Switzerland ;) Conservative mountain people here :),2018-09-23T20:32:58Z,0,
@tmla,Just like in every other country. What’s your point? U think gay people only live in those countries? The rate for lgbt people is the same everywhere.,2018-09-24T20:38:18Z,0,
@lolnomamesxd7651,"@@mlgsty8880 and you are pround of living in a homophobic environment? Like it or not, at least 10% of your town is LGBT is basic biology, biology don't know borders.",2018-10-20T18:31:43Z,0,
@michaelsubroto5563,What is your business then? It is okay which stature that they will choose it is none of your business unless it is happened in your country right?,2018-10-21T04:56:56Z,0,
@gaskdi,"Top 10 happiest countries:
Finland
Norway
Denmark
Iceland
Switzerland
Netherlands
Canada
New Zealand
Sweden
Australia

Top 10 highest antidepressant use:
Iceland
Australia
Portugal
Canada
Sweden
UK
Denmark
New Zealand
Belgium
Finland

Hmmmm I smell something fishy here...",2018-09-23T13:19:26Z,186,55
@maltheIDM,"Hey, an eye for an eye, right?",2018-09-23T13:22:58Z,10,
@HeroesOfPepsi,Yeah Denmark cheats,2018-09-23T13:25:35Z,8,
@zizougifu,Could it be because in developed countries there is actually medication and help from the social programs for those people who aren't feeling well? Hmmm couldn't be,2018-09-23T13:32:41Z,146,
@samhuangto,Because these countries actually provide access to healthcare and treatment to their citizens,2018-09-23T13:37:11Z,116,
@hardrock342,"michael is that true? If it is, then there is definitely something fishy there. I thought Bhutan was the happiest country on earth.",2018-09-23T13:38:18Z,5,
@gabbar51ngh,Norway wins.,2018-09-23T13:39:33Z,14,
@gaskdi,"@@zizougifu it's not about development, South Korea is a lot more developed than Iceland but Iceland has 10x as much antidepressant use as South Korea",2018-09-23T13:48:02Z,4,
@allo4724,finland we win in suicides,2018-09-23T13:51:16Z,10,
@juliuscaesar7795,"So what? This can mean that there is not a stigma around mental illness and medications, so that that people who need them are treated in the right way and feel better (so more happy) without shame",2018-09-23T13:53:03Z,21,
@theradiantdehd3997,"If you're hinting that Anti-depressants are happy pills, you're wrong. If you use them unnecessarily you don't get a high, or feel ANY happier. In fact, it actually gives you depression more often than not when taken improperly. For those with Clinical depression, medication is necessary, but not enough. The medication rebuilds your neural synapses to ALLOW you to feel happiness and emotion again, but it doesn't force you to. That's why those who take medication AND add exercise, hobbies, social activities, etc. end up happier, while those that only take medication or only exercise, usually are still empty despite partial effort.",2018-09-23T13:56:55Z,10,
@gaskdi,"@@juliuscaesar7795 I agree, but you can't go around saying you're the happiest person on earth while pouring antidepressants down your throat",2018-09-23T13:57:38Z,6,
@zizougifu,"michael well maybe that is why south korea has the highest suicide rate in the oecd. (So basically the highest in the world) also not everything is about the infrastructural and societal development, especially in these matters it mostly comes down to what is acceptable in the eyes of society. South korea, even though a very developed country, has deep traditions in family values and hierarchy. Nordic countries are more open to mental problems and talking about them and their solutions.",2018-09-23T13:58:01Z,4,
@gaskdi,@@zizougifu exactly so higher development does not automatically lead to more antidepressant use. It's way better to be on antidepressants all your life than commit suicide but you can't say your the happiest country when your life depends on antidepressants,2018-09-23T14:02:42Z,0,
@mattbundy6795,"michael that’s because in South Korea mental health isn’t taken seriously, it’s a taboo subject to even talk, your only options are to suck it up and deal with it or get sent to an institution to never be seen or heard from again.",2018-09-23T14:09:06Z,2,
@zizougifu,"michael I agree, but just asking, do you know the statistics on how many people actually regularly use anti-depressants in the nordic countries. Because I sure don't lol. But living in Finland I can say that the biggest reason people would be depressed is the dark and long winter which of course doesn't happen in countries like South Korea.",2018-09-23T14:10:39Z,3,
@gaskdi,@@marioferreira7605 yeah there's nothing fishy about Portugal but what's fishy is countries that claim they're the happiest on earth yet have the highest use of antidepressants,2018-09-23T14:13:01Z,0,
@kurtcobain7095,michael To contradict the popular belief. Antidepressants does not make you happy. This probably means that the countries ranking high take good care of its citizens and has a good health care system to those who need it.,2018-09-23T14:15:59Z,4,
@kurtcobain7095,michael also where did you get that information?,2018-09-23T14:21:13Z,0,
@gaskdi,"@@kurtcobain7095 of course they don't make you happy, they're not call happy pills, they're antidepressants. But when you take antidepressants you don't feel sad, you don't feel anything. So when you get polled instead of saying you're sad you say you're neutral, which artificially inflates the happiness numbers. The Nordic countries aren't the happiest in the world, they just block every sad person's feelings, those people are still sad, but the drugs numb any sort of emotion",2018-09-23T14:29:20Z,3,
@gaskdi,@@kurtcobain7095 the OECD published a report a few years ago about it,2018-09-23T14:31:17Z,0,
@heraldojacques8386,Lmao,2018-09-23T14:55:42Z,1,
@simonhagsten6799,We live where it's cold and dark the majority of the year. We don't get as much sun. I've heard. That might be one answer to this.,2018-09-23T15:09:38Z,0,
@horseradish843,"Thats not how it works. Your theory would predict that Portugal should be very happy, but they are not. Correlation is not causation, the reason why they take so ""many"" antidepressants is that they have access to healthcare and are not afraid to go to the doctor because of a huge bill",2018-09-23T15:17:00Z,4,
@Wingo537,As someone who uses anti depressants they don't make you happy. They just make it where you can actually function.,2018-09-23T15:24:46Z,2,
@user-sw5wn8go3k,"Well, the happiness of a country is unrelated to the happiness of individuals, since the former relies on economic calculations, and the latter on subjective variables. There's a book by Malene Rydhal called Happy as a Dane, it's worth reading.",2018-09-23T15:25:22Z,5,
@kurtcobain7095,"michael hey vsauce, Michael here😂😂",2018-09-23T15:36:46Z,1,
@kurtcobain7095,michael antidepressants don’t make you numb tho. And USA is the country who prescribes most antidepressants.,2018-09-23T15:37:41Z,1,
@ilovenoodles7483,"@@zizougifu 
No. because the U.S. has free healthcare to those who can not afford to pay for it. The U.S. is the most developed country on this planet. It is all about perspective. If you perceive that a sad is all of a sudden depressed, problems arise.",2018-09-23T21:15:04Z,0,
@zizougifu,"I love noodles did you read my other comments? Because what I can get from your comment is the same thing I and michael already agreed on. That it's not all about development, it's about the stigma around not being happy and the possible medication for depression. And also that not everyone should take anti-depressants if you simply just aren't feeling well",2018-09-23T21:27:09Z,1,
@ilovenoodles7483,"@@zizougifu 
Correct. 
Yes, I did read your other comments. I read the whole thread.
I agree.",2018-09-23T21:33:26Z,0,
@Ara198826,Not to mention Denmark has the highest cancer rate in the world,2018-09-24T14:54:06Z,1,
@sturlajonsson9515,It is the dark in Iceland. That is why some are depressed. But not many. There is only 360 k people in iceland.,2018-09-24T16:43:56Z,1,
@sturlajonsson9515,@@gaskdi No. We just take care of our citisens and dont make them pay thousunds of dollars for healthcare,2018-09-25T19:07:38Z,1,
@allo4724,I wrote my comment 3 days ago someone just tried to kill themselves by jumping off a bridge,2018-09-26T14:01:27Z,1,
@gaskdi,@@allo4724 ouch,2018-09-26T14:10:49Z,0,
@gaskdi,@Nima I bet,2018-09-26T14:11:11Z,0,
@kapteenikalsarikanni,"Many people in Finland are depressed, cause our location in earth.
Come visit us and tell me your opinion about the weather. Do you like snow, ice, freezing wind, darkness or heavy rain? You should come to Finland for an whole year and tell us are you depressed after that. Now think about it.",2018-09-27T19:51:26Z,2,
@gaskdi,@@kapteenikalsarikanni good point,2018-09-27T20:04:17Z,0,
@Handlegamer12360,@@zizougifu or could it be because people are growing more distant from there friends and families......,2018-10-02T19:31:55Z,1,
@zizougifu,Chris Willis could it be that you don't know what you're talking about?,2018-10-02T19:46:45Z,0,
@Handlegamer12360,@@zizougifu I think I know what I'm saying. I was born & lived most of my life in Denmark then I shifted to India a few years back for a job but stayed here due to the culture. India is really poor (for the most part) but the strong warm family feeling beats everything for me.,2018-10-02T20:16:09Z,0,
@zizougifu,Chris Willis one person's experiences ≠ general way of life in ten countries,2018-10-02T20:26:12Z,0,
@Mica_T,"Apparently life in Africa, Asia and S. America is miserable 😂",2018-10-19T12:10:57Z,0,
@A.D.540,They take tablet to make them happy for short time.,2018-10-26T08:32:11Z,0,
@WillerRemyMa,"@@gaskdi South Korea is not more developed than Iceland. Definitely not in terms of social security, economic equality and so forth",2018-10-26T08:34:11Z,0,
@jia2001,michael Poor countries can’t even eat everyday in the Marshall pyramide you need food to feel anything else.,2018-11-17T20:57:47Z,0,
@earb1_,"That anti-depressant use ranking only includes OECD countries







But I still think you're right",2019-01-11T20:26:10Z,1,
@f1nn0,"The answer is easy - health care in Nordic countries - because of free health service, despression is seen to at once with anti-depession means - free of charge. In other countries no?",2019-02-20T22:05:03Z,2,
@twiston43,"Spot on, including Switzerland which has one of the highest depression and suicide rates.",2019-03-25T14:02:20Z,1,
@earb1_,"So the portuguese people seems pretty sad, because they rank poorly in World Happiness Index and they also have a high anti depressant use rate :/",2019-03-25T16:30:16Z,0,
@Zetro999,@@ilovenoodles7483 yeah and the free health care is mediocre just like  the one people pay for. Not to mention American doctors are complete garbage and give you Tylenol for everything lol.,2020-09-11T14:25:34Z,0,
@cinderellaandstepsisters,They have a free(almost) healthcare so they can easily get help.  Isn't that a good thing,2021-04-02T06:46:53Z,0,
@cinderellaandstepsisters,@@gaskdi on The suicide rates South Korea is on The 3rd place.,2021-04-02T06:47:47Z,0,
@cinderellaandstepsisters,"@@allo4724 No. Watch The video ""Suicide rates in The world/Country suicide comparison rate."" Published 6 months ago. 
Are you still living in The 90's?
62 highest suicide countries and Finland is not even mentioned.
The highest suicide countries are: 
The st Lithuania, The 2nd Russia and The 3 rd South Korea",2021-04-02T06:50:31Z,0,
@cinderellaandstepsisters,@@ilovenoodles7483 U.S. Is not the most developed country in The world. You can google it.,2021-04-02T06:53:02Z,0,
@Pfsif,Figures lie and liars figure.,2018-09-23T13:19:08Z,0,2
@cinderellaandstepsisters,Sour grapes.,2021-01-01T14:58:51Z,0,
@blackcoffeebeans6100,You mean that World happines index report and UN lie.,2021-04-02T07:48:18Z,0,
@crmesson22k,Where does America place on this list?,2018-09-23T13:19:02Z,1,4
@dvlrnr,18th,2018-09-23T13:21:55Z,2,
@torram28,18,2018-09-23T13:24:41Z,2,
@asielmilian38,Gore Bike Heart 18 is perfect.,2018-09-23T13:27:46Z,0,
@protoman2260,"Don't worry, listen to conservatives in America and they'll be saying ""we're #1""",2018-09-23T13:48:44Z,4,
@Pfsif,Thailand: the land of smiles.,2018-09-23T13:17:30Z,4,0
@daodung9609,"Qatar , UAE are two happiest countries because government care about citizen no lack any what , Qatar live a rich and modern life without paying any taxes from living fee , funeral fee , learning fee , money isn't problem with this 2 countries needn't save money , life in this 2 countries  is a heaven in the earth",2018-09-23T13:14:39Z,6,3
@miniena7774,"This is a joke, correct?",2018-09-23T13:37:16Z,12,
@Neromatos,Ask your slaves about their happines :),2018-09-23T13:39:27Z,8,
@pijuskri,"It's good for ""citizens"", but the other like 75% of ""foreigners""?",2018-09-23T14:05:33Z,3,
@uverhaul,🇳🇴,2018-09-23T13:10:29Z,1,1
@uverhaul,Rogerandi Noire i definetly recommend it! It is expensive here though.,2018-09-23T16:15:55Z,0,
@angelabintal-merkellahpbuh6535,Where is Bangladesh?,2018-09-23T13:07:57Z,12,4
@jack9107,"Sorry, they’re number 115 on the list",2018-09-23T13:21:30Z,27,
@BeEmoBro,In the trash,2018-09-23T13:40:11Z,11,
@exeter1871,lmfao,2018-09-24T16:40:03Z,0,
@raphaelrufusmartin9612,Unhappy list # 911,2018-10-02T19:32:39Z,0,
@stephenmurphy2212,Ireland is NOT happy! ☹️🇮🇪,2018-09-23T13:07:26Z,4,4
@jack9107,Stephen Murphy with our government not a chance,2018-09-23T13:17:55Z,2,
@matthewmckenna248,14th isn't that bad when you think about it.,2018-09-23T13:24:38Z,0,
@KasperYakolev-j1h,But you're not in the least,2018-09-23T15:08:09Z,0,
@taavidude,Ran out of potatoes again?,2018-09-24T15:46:00Z,0,
@paulhan1615,Comments will be full of people chanting about Nordic countries not being model countries anymore due to refugees.,2018-09-23T13:06:42Z,25,18
@maltheIDM,@@tatiatus3382 no kidding,2018-09-23T13:22:20Z,0,
@torram28,"No, thats definitely not true. I think Media in other countries have exaggerated the situation. I live in Norway and my life has not changed since the immigration crisis.",2018-09-23T13:24:32Z,14,
@sup3rAVATARtlafAN,Tatiatus What a bellend. Where do you liveM,2018-09-23T13:28:52Z,1,
@miniena7774,"torram28 
Thank you.",2018-09-23T13:39:17Z,0,
@mlgsty8880,"torram28 
Same in Finland, we have low immigrant count compared to rest of Western Europe and some people like to bloat this thing here giving some foreigners false idea.",2018-09-23T13:58:30Z,1,
@l0necroc,@@torram28 thats because we are not taking them in!!,2018-09-23T14:13:26Z,1,
@The.Renovator,"They AREN'T a model. The only reason these countries can afford to give so many handouts to their citizens is because they rely on the protection and money from another organization/country. Meaning all of their GDP goes to social programs because what else are they gonna spend it on? If the EU ever collapsed and if America pulled out of NATO, these countries wouldn't be a wonderland anymore.",2018-09-23T15:30:24Z,0,
@mlgsty8880,"Renovator 
So tell me how would Finland who doesnt get much money at all from EU (we literally give them more money than we get from them) and is not part of NATO wouldnt survive? About little over half of population wants out of EU and we are not gonna be affected that much if we would get out of EU... also in case you didnt know Finland got big army for its size so we arent spending all our money to social programs.
Also Norway got huge oil reserves and their country is already rich so no they wouldnt ""collapse"" if they left NATO as they could just readjust their budget and spend more on military.",2018-09-23T15:45:05Z,4,
@The.Renovator,"Finland also has an insanely high suicide rate, meaning all the unhappy people are probably gone.",2018-09-23T16:01:27Z,0,
@mlgsty8880,"Renovator
What does that got to do with this topic? It is high sure but insanely high is just bloating it.
And I think you have taken the meme ""finland is happiest country because all sad people kill themselfs"" too seriously lol",2018-09-23T16:08:36Z,0,
@The.Renovator,"It's not a meme if it's the truth. I never even knew it was a meme. But the ""happiest country on earth"" with a high suicide rate does not add up to me, something is obviously wrong here. This happiness index is one of the most useless concepts the UN has ever made.",2018-09-23T17:18:20Z,0,
@mlgsty8880,"Renovator 
Well have fun with your conspiracy theories then, I can see you are the type of person who cant accept that there is something better than your place since you constantly try to seek every negative side of everything. You can go visit Finland yourself and ask regular people on street if they are happy and they will most likely tell you ""yes"". 
Im not gonna argue with you about such pointless topics when I have the truth in front of me. (Meaning I live in Finland and I know that most people are happy)",2018-09-23T17:30:38Z,1,
@user-jb8sk3ze1z,torram28 in Sweden it changed a lot,2018-10-09T00:57:10Z,0,
@michaelsubroto5563,"@@The.RenovatorYeah of course it is. Cos that the unhappy people will have no place live in the happiest country such as several nordic countries like Finland. They need to enjoy their life, how about most of people live in developing or underdeveloped country such as Afghanistan or Syria or most of Arfican countries? They will be screwed themselves first. :D",2018-10-27T03:11:39Z,0,
@user-jb8sk3ze1z,torram28 The media protects “refugees”,2018-12-02T15:37:09Z,0,
@blackcoffeebeans6100,@@The.Renovator They were already good countries before EU and by the way Finland and Sweden are NOT in Nato,2022-01-04T11:39:37Z,0,
@blackcoffeebeans6100,"@@The.Renovator Watch The video ""Suicide rates in the world/Country suicide rate comparison.""
62 highest suicide countries and Finland is not even mentioned.
The highest suicide countries are:
The 1st Lithuania, the 2 nd Russia and the 3 rd South Korea 
Are you still living in the '90's?",2022-01-04T11:42:00Z,0,
@blackcoffeebeans6100,"@@mlgsty8880  It is not high anymore. 
Watch the video ""Suicide rates in the world/Country suicide rate comparison.""
62 highest suicide countries and Finland is not even mentioned. The highest suicide countries are:
The 1st Lithuania, the 2 nd Russia and the 3 rd South Korea.
Finland's suicide rates have gone drasticly down in 30 years.",2022-01-04T11:45:48Z,0,
@MalcadorTheSigilite,Now I'm happy,2018-09-23T13:06:12Z,1,0
@bigmantyrone199,Bruh why is nz not on here,2018-09-23T13:06:08Z,0,0
@fourthright,"Less Allahu akbar 
More Happiness",2018-09-23T13:06:04Z,342,51
@samwelguy,True 😂,2018-09-23T13:20:47Z,29,
@impuru2000,ohhhhhh😅,2018-09-23T13:29:27Z,0,
@gothicparadise97,That's the reason why Sweden is the only Nordic country that isn't on the top 5.,2018-09-23T13:29:54Z,60,
@charlesford7887,"Less religious zealots
More happiness",2018-09-23T13:31:08Z,36,
@omarfaraj6723,Oof,2018-09-23T13:36:11Z,1,
@lordmashie,Makes sense,2018-09-23T13:46:50Z,5,
@mlgsty8880,"Charles Ford 
Statistically Finland is very ""Christian nation"" but lot of people here dont really care about religion, its just thing of past for them. Many belong to church because they get benefits from it like church weddings. So I gotta agree that all sorts of religious zealots are bad.",2018-09-23T13:51:52Z,12,
@hardrock342,FOURTH RIGHT that makes sense lol😂😂😂😂,2018-09-23T14:12:01Z,0,
@malaysiaball3006,"Also less ""son of god"" or jesus
More happines",2018-09-23T14:13:26Z,7,
@hardrock342,Saral Thakur that's what the problem is. In many countries it's always majority vs muslims. And muslims have destroyed many cultural monuments which belonged to other religions or culture.,2018-09-23T14:15:49Z,14,
@malaysiaball3006,@@hardrock342 so muslim start the world war 2 and 1? 🤔,2018-09-23T14:18:06Z,9,
@hardrock342,Melayu Ball mc no muslims didn't start it. The only thing I was saying is that many muslims countries have destroyed ancient monuments which was of other religious origin. That's all I was implying. I have come to hate certain type of muslims due to that. I just care about ancient culture and monuments so it is obvious I would hate anyone who destroys them.,2018-09-23T14:26:36Z,14,
@ilhamrj2599,@@gothicparadise97 well except that Sweden still ranks higher than the rest of the world.,2018-09-23T14:36:24Z,2,
@KasperYakolev-j1h,"Less Bigotry
More happiness",2018-09-23T15:04:53Z,4,
@anpratadraiochtuil5293,"+Jon Capistrano... But it's still in the top 10, way above countries like the USA and UK..",2018-09-23T15:06:22Z,1,
@moeillo8136,FYI top 6 happiest countries in Africa practice the religion of peace.,2018-09-23T15:51:50Z,1,
